1.000000,1.000000,2.000000,1.000000
1.100000,1.000000,1.900000,1.000000
1.200000,1.000000,1.800000,1.000000
1.300000,1.000000,1.700000,1.000000
1.400000,1.000000,1.600000,1.000000
1.300000,1.000000,1.700000,1.000000
1.200000,1.000000,1.800000,1.000000
1.100000,1.000000,1.900000,1.000000
1.000000,1.000000,2.000000,1.000000
0.900000,1.000000,2.100000,1.000000
0.800000,1.000000,2.200000,1.000000
0.700000,1.000000,2.300000,1.000000
0.600000,1.000000,2.400000,1.000000
0.500000,1.000000,2.500000,1.000000
0.400000,1.000000,2.599999,1.000000
0.300000,1.000000,2.699999,1.000000
0.200000,1.000000,2.799999,1.000000
0.100000,1.000000,2.899999,1.000000
0.000010,1.000000,2.999999,1.000000
0.100010,1.000000,3.099999,1.000000
0.200010,1.000000,3.199999,1.000000
0.300010,1.000000,3.299999,1.000000
0.400010,1.000000,3.399999,1.000000
0.500010,1.000000,3.499999,1.000000
0.600010,1.000000,3.599998,1.000000
0.700010,1.000000,3.699998,1.000000
0.800010,1.000000,3.799998,1.000000
0.900010,1.000000,3.899998,1.000000
1.000010,1.000000,3.999998,1.000000
1.100010,1.000000,3.999990,1.000000
1.200010,1.000000,3.899990,1.000000
1.300010,1.000000,3.799990,1.000000
1.400010,1.000000,3.699990,1.000000
1.500010,1.000000,3.599990,1.000000
1.600010,1.000000,3.499990,1.000000
1.700010,1.000000,3.399991,1.000000
1.800010,1.000000,3.299991,1.000000
1.900010,1.000000,3.199991,1.000000
2.000010,1.000000,3.099991,1.000000
2.100010,1.000000,2.999991,1.000000
2.200010,1.000000,2.899991,1.000000
2.300010,1.000000,2.799991,1.000000
2.400010,1.000000,2.699991,1.000000
2.500010,1.000000,2.599991,1.000000
2.400010,1.000000,2.699991,1.000000
2.300010,1.000000,2.799991,1.000000
2.200010,1.000000,2.899991,1.000000
2.100010,1.000000,2.999991,1.000000
2.000010,1.000000,3.099991,1.000000
1.900010,1.000000,3.199991,1.000000
